entity_id,entity_name,cohort,n_models,namerank,namerank_sd,refusal_rate,embedding_sim_mean
csrankings_christian_glaer,Christian Glaßer,cs_faculty,36,0.5833,,0.083,0.825
oa_author_jonathan_hart,Jonathan Hart,long_tail_researcher_openalex,36,0.1111,,0.639,0.562
oa_author_e__emary,E. Emary,long_tail_researcher_openalex,36,0.4722,,0.333,0.769
csrankings_venkatachalam_anantharam,Venkatachalam Anantharam,cs_faculty,36,0.7778,,0.167,0.819
oa_author_florian_eyben,Florian Eyben,long_tail_researcher_openalex,36,0.4722,,0.333,0.761
csrankings_daniel_rakita,Daniel Rakita,cs_faculty,36,0.4444,,0.25,0.766
oa_author_jason_kuen,Jason Kuen,long_tail_researcher_openalex,36,0.1944,,0.417,0.701
oa_author_chuxu_zhang,Chuxu Zhang,long_tail_researcher_openalex,36,0.3611,,0.333,0.763
artifact_pipedream_paper,Pipedream paper,research_paper,36,0.6667,,0.111,0.852
oa_author_gerry_tsoukalas,Gerry Tsoukalas,long_tail_researcher_openalex,36,0.3611,,0.444,0.676
oa_author_manuel_endres,Manuel Endres,long_tail_researcher_openalex,36,0.6944,,0.139,0.852
csrankings_theophilus_benson,Theophilus Benson,cs_faculty,36,0.4722,,0.361,0.729
csrankings_laurie_p__dringus,Laurie P. Dringus,cs_faculty,36,0.3889,,0.306,0.763
csrankings_jaroslaw_r__rossignac,Jaroslaw R. Rossignac,cs_faculty,36,0.8056,,0.083,0.827
oa_author_onur_teymur,Onur Teymur,long_tail_researcher_openalex,36,0.1667,,0.556,0.656
csrankings_andreas_willig,Andreas Willig,cs_faculty,36,0.6389,,0.194,0.807
oa_author_fabien_reyal,Fabien Reyal,long_tail_researcher_openalex,36,0.4722,,0.25,0.786
oa_author_agusti_fonts,Agusti Fonts,long_tail_researcher_openalex,36,0.0556,,0.611,0.608
oa_author_timnit_gebru,Timnit Gebru,long_tail_researcher_openalex,36,0.9167,,0.083,0.833
oa_author_weisong_shi,Weisong Shi,long_tail_researcher_openalex,36,0.7222,,0.056,0.917
csrankings_riccardo_scateni,Riccardo Scateni,cs_faculty,36,0.5278,,0.139,0.794
oa_author_joel_emer,Joel Emer,long_tail_researcher_openalex,36,0.6667,,0.222,0.786
oa_author_vladimir_g__kim,Vladimir G. Kim,long_tail_researcher_openalex,36,0.5,,0.056,0.897
csrankings_marco_furini,Marco Furini,cs_faculty,36,0.5833,,0.167,0.792
oa_author_julien_deseigne,Julien Deseigne,long_tail_researcher_openalex,36,0.1111,,0.583,0.634
csrankings_youcheng_sun,Youcheng Sun,cs_faculty,36,0.2778,,0.306,0.744
oa_author_slaven_marusic,Slaven Marusic,long_tail_researcher_openalex,36,0.1111,,0.389,0.721
csrankings_geir_e__dullerud,Geir E. Dullerud,cs_faculty,36,0.7222,,0.083,0.834
csrankings_shixiang_zhu,Shixiang Zhu,cs_faculty,36,0.25,,0.417,0.681
oa_author_ryan_kiros,Ryan Kiros,long_tail_researcher_openalex,36,0.5556,,0.194,0.84
oa_author_shu_lih_oh,Shu Lih Oh,long_tail_researcher_openalex,36,0.25,,0.333,0.756
csrankings_rafael_bidarra,Rafael Bidarra,cs_faculty,36,0.6111,,0.222,0.804
csrankings_ronald_ron_m__baecker,Ronald (Ron) M. Baecker,cs_faculty,36,0.8611,,0.056,0.844
oa_author_guosheng_lin,Guosheng Lin,long_tail_researcher_openalex,36,0.5278,,0.139,0.833
oa_author_peng_chen,Peng Chen,long_tail_researcher_openalex,36,0.0,,0.472,0.637
oa_author_will_y__zou,Will Y. Zou,long_tail_researcher_openalex,36,0.1667,,0.556,0.656
oa_author_natacha_turck,Natacha Turck,long_tail_researcher_openalex,36,0.1944,,0.389,0.724
oa_author_fan_yang,Fan Yang,long_tail_researcher_openalex,36,0.1389,,0.417,0.648
oa_author_serena_yeung,Serena Yeung,long_tail_researcher_openalex,36,0.6944,,0.139,0.839
oa_author_kelvin_xu,Kelvin Xu,long_tail_researcher_openalex,36,0.5556,,0.194,0.762
oa_author_jos_a__fernndez,José A. Fernández,long_tail_researcher_openalex,36,0.0833,,0.556,0.624
oa_author_bruno_a__a__nunes,Bruno A. A. Nunes,long_tail_researcher_openalex,36,0.4167,,0.222,0.781
csrankings_roy_p__pargas,Roy P. Pargas,cs_faculty,36,0.4167,,0.139,0.805
csrankings_tapomayukh_bhattacharjee,Tapomayukh Bhattacharjee,cs_faculty,36,0.5,,0.25,0.787
oa_author_nicola_bui,Nicola Bui,long_tail_researcher_openalex,36,0.3889,,0.278,0.792
csrankings_andrea_francesco_abate,Andrea Francesco Abate,cs_faculty,36,0.25,,0.306,0.719
oa_author_omkar_parkhi,Omkar Parkhi,long_tail_researcher_openalex,36,0.7222,,0.111,0.869
csrankings_frank_kster,Frank Köster,cs_faculty,36,0.1944,,0.389,0.684
oa_author_tlin_ztrk,Tülin Öztürk,long_tail_researcher_openalex,36,0.2222,,0.5,0.662
oa_author_raymond_f__kokaly,Raymond F. Kokaly,long_tail_researcher_openalex,36,0.7222,,0.139,0.844
oa_author_christian_f__guerrerojuarez,Christian F. Guerrero‐Juarez,long_tail_researcher_openalex,36,0.2222,,0.528,0.637
csrankings_mordecai_j__golin,Mordecai J. Golin,cs_faculty,36,0.6667,,0.139,0.828
csrankings_sandra_maria_alusio,Sandra Maria Aluísio,cs_faculty,36,0.6667,,0.139,0.839
csrankings_carlos_areces,Carlos Areces,cs_faculty,36,0.6389,,0.139,0.839
oa_author_xue_yang,Xue Yang,long_tail_researcher_openalex,36,0.0,,0.5,0.624
csrankings_reshma_khemchandani,Reshma Khemchandani,cs_faculty,36,0.1944,,0.528,0.64
oa_author_giacomo_morabito,Giacomo Morabito,long_tail_researcher_openalex,36,0.3889,,0.111,0.88
csrankings_iraklis_angelos_klampanos,Iraklis Angelos Klampanos,cs_faculty,36,0.2778,,0.306,0.759
oa_author_ying_yan,Ying Yan,long_tail_researcher_openalex,36,0.0556,,0.611,0.603
csrankings_amer_e__mouawad,Amer E. Mouawad,cs_faculty,36,0.4167,,0.306,0.745
csrankings_scott_t__leutenegger,Scott T. Leutenegger,cs_faculty,36,0.5278,,0.139,0.811
csrankings_mansi_a__radke,Mansi A. Radke,cs_faculty,36,0.0833,,0.583,0.628
oa_author_emad_barsoum,Emad Barsoum,long_tail_researcher_openalex,36,0.3611,,0.194,0.804
oa_author_mdlin_gu,Mădălin Guţǎ,long_tail_researcher_openalex,36,0.5278,,0.167,0.843
oa_author_abdolreza_hatamlou,Abdolreza Hatamlou,long_tail_researcher_openalex,36,0.4167,,0.194,0.837
oa_author_guillaume_marais,Guillaume Marçais,long_tail_researcher_openalex,36,0.4722,,0.139,0.821
oa_author_zhirong_wu,Zhirong Wu,long_tail_researcher_openalex,36,0.25,,0.306,0.764
oa_author_aleksandra_checko,Aleksandra Checko,long_tail_researcher_openalex,36,0.1944,,0.639,0.623
oa_author_mamouna_diagne,Maïmouna Diagne,long_tail_researcher_openalex,36,0.1389,,0.667,0.621
csrankings_sanjay_modgil,Sanjay Modgil,cs_faculty,36,0.6667,,0.111,0.859
oa_author_jonah_gabry,Jonah Gabry,long_tail_researcher_openalex,36,0.8333,,0.056,0.872
csrankings_petteri_nurmi,Petteri Nurmi,cs_faculty,36,0.5278,,0.167,0.758
oa_author_sidney_k__dmello,Sidney K. D’Mello,long_tail_researcher_openalex,36,0.8889,,0.056,0.899
oa_author_sardiman_sardiman,Sardiman Sardiman,long_tail_researcher_openalex,36,0.4722,,0.361,0.687
oa_author_c__a__dalton,C. A. Dalton,long_tail_researcher_openalex,36,0.0278,,0.639,0.565
oa_author_sarah_meiklejohn,Sarah Meiklejohn,long_tail_researcher_openalex,36,0.75,,0.083,0.879
csrankings_forest_agostinelli,Forest Agostinelli,cs_faculty,36,0.4444,,0.25,0.784
oa_author_doddy_prayogo,Doddy Prayogo,long_tail_researcher_openalex,36,0.4167,,0.278,0.798
oa_author_sebastian_raisch,Sebastian Raisch,long_tail_researcher_openalex,36,0.1111,,0.611,0.6
csrankings_xiaohua_jia,Xiaohua Jia,cs_faculty,36,0.6111,,0.083,0.856
oa_author_matteo_gerola,Matteo Gerola,long_tail_researcher_openalex,36,0.3333,,0.194,0.807
oa_author_nguyen_cong_luong,Nguyen Cong Luong,long_tail_researcher_openalex,36,0.1111,,0.472,0.677
oa_author_mohamed_hamdi,Mohamed Hamdi,long_tail_researcher_openalex,36,0.1944,,0.361,0.725
csrankings_rodolfo_jardim_de_azevedo,Rodolfo Jardim de Azevedo,cs_faculty,36,0.4167,,0.25,0.764
oa_author_marcos_dias_de_assuno,Marcos Dias de Assunção,long_tail_researcher_openalex,36,0.5556,,0.194,0.823
oa_author_gregg_a__swayze,Gregg A. Swayze,long_tail_researcher_openalex,36,0.7222,,0.167,0.812
csrankings_anand_bhattad,Anand Bhattad,cs_faculty,36,0.2778,,0.5,0.668
csrankings_raj_p__n__rao,Raj P. N. Rao,cs_faculty,36,0.7778,,0.056,0.854
csrankings_sarah_strohkorb_sebo,Sarah Strohkorb Sebo,cs_faculty,36,0.5278,,0.194,0.817
csrankings_yuchen_zhong,Yuchen Zhong,cs_faculty,36,0.0833,,0.639,0.604
oa_author_rilla_khaled,Rilla Khaled,long_tail_researcher_openalex,36,0.6111,,0.111,0.862
oa_author_duygu_ceylan,Duygu Ceylan,long_tail_researcher_openalex,36,0.4722,,0.083,0.872
oa_author_in_lee,In Lee,long_tail_researcher_openalex,36,0.2778,,0.361,0.645
csrankings_lingjia_tang,Lingjia Tang,cs_faculty,36,0.6111,,0.194,0.782
oa_author_nezih_tolga_yardimci,Nezih Tolga Yardimci,long_tail_researcher_openalex,36,0.0833,,0.583,0.639
oa_author_kai_zhang,Kai Zhang,long_tail_researcher_openalex,36,0.0833,,0.111,0.762
csrankings_stefan_kowalewski,Stefan Kowalewski,cs_faculty,36,0.6667,,0.139,0.805
oa_author_brenden_m__lake,Brenden M. Lake,long_tail_researcher_openalex,36,0.8611,,0.083,0.871
oa_author_ijsbrand_jan_aalbersberg,IJsbrand Jan Aalbersberg,long_tail_researcher_openalex,36,0.4722,,0.25,0.793
oa_author_weinan_zhang,Weinan Zhang,long_tail_researcher_openalex,36,0.3333,,0.222,0.794
csrankings_jenna_l__marquard,Jenna L. Marquard,cs_faculty,36,0.3889,,0.389,0.706
oa_author_heng_wang,Heng Wang,long_tail_researcher_openalex,36,0.1111,,0.167,0.727
csrankings_jonathan_d__ventura,Jonathan D. Ventura,cs_faculty,36,0.4444,,0.306,0.724
csrankings_najim_dehak,Najim Dehak,cs_faculty,36,0.7222,,0.194,0.809
oa_author_stella_x__yu,Stella X. Yu,long_tail_researcher_openalex,36,0.5556,,0.194,0.831
oa_author_jingkang_yang,Jingkang Yang,long_tail_researcher_openalex,36,0.2778,,0.333,0.765
oa_author_aurlien_f__stalder,Aurélien F. Stalder,long_tail_researcher_openalex,36,0.1944,,0.472,0.665
oa_author_colin_r__groom,Colin R. Groom,long_tail_researcher_openalex,36,0.5833,,0.083,0.878
oa_author_jalel_benothman,Jalel Ben‐Othman,long_tail_researcher_openalex,36,0.5833,,0.167,0.845
oa_author_alireza_askarzadeh,Alireza Askarzadeh,long_tail_researcher_openalex,36,0.5,,0.222,0.821
csrankings_gennaro_parlato,Gennaro Parlato,cs_faculty,36,0.4444,,0.306,0.756
oa_author_jianbo_du,Jianbo Du,long_tail_researcher_openalex,36,0.1667,,0.389,0.736
csrankings_clare_dixon,Clare Dixon,cs_faculty,36,0.5833,,0.222,0.8
oa_author_lucas_hopkins,Lucas Hopkins,long_tail_researcher_openalex,36,0.0278,,0.694,0.554
csrankings_mohammed_safayet_arefin,Mohammed Safayet Arefin,cs_faculty,36,0.0,,0.556,0.613
csrankings_eran_yahav,Eran Yahav,cs_faculty,36,0.7222,,0.056,0.841
oa_author_james_e__mungall,James E. Mungall,long_tail_researcher_openalex,36,0.6111,,0.194,0.816
csrankings_gillat_kol,Gillat Kol,cs_faculty,36,0.6389,,0.25,0.789
csrankings_delphine_reinhardt,Delphine Reinhardt,cs_faculty,36,0.5556,,0.222,0.787
csrankings_sebastian_trimpe,Sebastian Trimpe,cs_faculty,36,0.7222,,0.111,0.86
csrankings_licia_capra,Licia Capra,cs_faculty,36,0.6389,,0.139,0.807
csrankings_aasa_feragen,Aasa Feragen,cs_faculty,36,0.75,,0.111,0.86
csrankings_demetrios_g__sampson,Demetrios G. Sampson,cs_faculty,36,0.6944,,0.167,0.824
csrankings_henrique_debarba,Henrique Debarba,cs_faculty,36,0.4722,,0.278,0.748
oa_author_yuki_hagiwara,Yuki Hagiwara,long_tail_researcher_openalex,36,0.1111,,0.528,0.657
oa_author_stefano_buzzi,Stefano Buzzi,long_tail_researcher_openalex,36,0.6111,,0.139,0.863
csrankings_iqbal_gondal,Iqbal Gondal,cs_faculty,36,0.3333,,0.333,0.744
csrankings_jennifer_j__sun,Jennifer J. Sun,cs_faculty,36,0.1667,,0.389,0.706
oa_author_marco_dambros,Marco D’Ambros,long_tail_researcher_openalex,36,0.5556,,0.083,0.84
oa_author_afshin_faramarzi,Afshin Faramarzi,long_tail_researcher_openalex,36,0.5278,,0.278,0.771
oa_author_zhangmeng_liu,Zhangmeng Liu,long_tail_researcher_openalex,36,0.1667,,0.528,0.691
csrankings_costas_busch,Costas Busch,cs_faculty,36,0.4722,,0.222,0.78
csrankings_b__b__amberker,B. B. Amberker,cs_faculty,36,0.2778,,0.333,0.711
oa_author_fatma_z__guerfali,Fatma Z. Guerfali,long_tail_researcher_openalex,36,0.3889,,0.25,0.793
csrankings_shin_hwei_tan,Shin Hwei Tan,cs_faculty,36,0.4444,,0.278,0.774
csrankings_yaakov_gal,Ya'akov Gal,cs_faculty,36,0.5,,0.167,0.786
oa_author_aja_huang,Aja Huang,long_tail_researcher_openalex,36,0.8333,,0.056,0.874
oa_author_karol_gregor,Karol Gregor,long_tail_researcher_openalex,36,0.5278,,0.306,0.775
csrankings_elizabeth_cherry,Elizabeth Cherry,cs_faculty,36,0.3056,,0.444,0.686
csrankings_riad_s__wahby,Riad S. Wahby,cs_faculty,36,0.6389,,0.111,0.796
csrankings_arpita_patra,Arpita Patra,cs_faculty,36,0.7222,,0.111,0.832
oa_author_andreas_blattmann,Andreas Blattmann,long_tail_researcher_openalex,36,0.5,,0.278,0.793
csrankings_iordanis_kavathatzopoulos,Iordanis Kavathatzopoulos,cs_faculty,36,0.4444,,0.278,0.758
oa_author_s__m__ali_eslami,S. M. Ali Eslami,long_tail_researcher_openalex,36,0.4167,,0.278,0.737
csrankings_unaizah_hanum_binti_obaidellah,Unaizah Hanum Binti Obaidellah,cs_faculty,36,0.1667,,0.444,0.682
csrankings_matthew_otoole,Matthew O'Toole,cs_faculty,36,0.5556,,0.222,0.781
oa_author_mohammed_issam_kabbaj,Mohammed Issam Kabbaj,long_tail_researcher_openalex,36,0.0,,0.444,0.682
oa_author_xinchen_yan,Xinchen Yan,long_tail_researcher_openalex,36,0.4722,,0.278,0.816
oa_author_aboulnasr_hassanien,Aboulnasr Hassanien,long_tail_researcher_openalex,36,0.3611,,0.278,0.805
csrankings_jeremy_z__kolter,Jeremy Z. Kolter,cs_faculty,36,0.6111,,0.111,0.803
oa_author_hugh_chen,Hugh Chen,long_tail_researcher_openalex,36,0.3333,,0.361,0.749
oa_author_nathan_griffiths,Nathan Griffiths,long_tail_researcher_openalex,36,0.5278,,0.167,0.82
oa_author_isaac_mbiti,Isaac Mbiti,long_tail_researcher_openalex,36,0.5278,,0.25,0.784
oa_author_yucheng_dong,Yucheng Dong,long_tail_researcher_openalex,36,0.6111,,0.222,0.807
oa_author_lifeng_wu,Lifeng Wu,long_tail_researcher_openalex,36,0.0556,,0.472,0.686
oa_author_andrew_l__beam,Andrew L. Beam,long_tail_researcher_openalex,36,0.6111,,0.111,0.856
oa_author_takeru_miyato,Takeru Miyato,long_tail_researcher_openalex,36,0.75,,0.083,0.89
csrankings_konstantinos_karantzalos,Konstantinos Karantzalos,cs_faculty,36,0.6667,,0.139,0.843
oa_author_francisco_massa,Francisco Massa,long_tail_researcher_openalex,36,0.1944,,0.639,0.587
oa_author_dominik_lorenz,Dominik Lorenz,long_tail_researcher_openalex,36,0.25,,0.472,0.65
oa_author_andr_deutz,André Deutz,long_tail_researcher_openalex,36,0.4167,,0.389,0.755
oa_author_eric_schulz,Eric Schulz,long_tail_researcher_openalex,36,0.5278,,0.25,0.815
csrankings_michael_d__ernst,Michael D. Ernst,cs_faculty,36,0.8056,,0.056,0.857
csrankings_paolo_rapisarda,Paolo Rapisarda,cs_faculty,36,0.5,,0.167,0.797
oa_author_pascal_vincent,Pascal Vincent,long_tail_researcher_openalex,36,0.0,,0.056,0.776
csrankings_bernhard_schmitzer,Bernhard Schmitzer,cs_faculty,36,0.5556,,0.222,0.768
oa_author_indrajeet_patil,Indrajeet Patil,long_tail_researcher_openalex,36,0.5833,,0.167,0.835
csrankings_ben_reichardt,Ben Reichardt,cs_faculty,36,0.6389,,0.139,0.829
oa_author_alexander_gluhak,Alexander Gluhak,long_tail_researcher_openalex,36,0.4722,,0.194,0.823
oa_author_sandro_keller,Sandro Keller,long_tail_researcher_openalex,36,0.3889,,0.389,0.698
csrankings_hung_min_sun,Hung Min Sun,cs_faculty,36,0.3333,,0.25,0.762
oa_author_jihoon_bae,Ji‐Hoon Bae,long_tail_researcher_openalex,36,0.0556,,0.528,0.664
oa_author_glenn_r__guntenspergen,Glenn R. Guntenspergen,long_tail_researcher_openalex,36,0.5,,0.306,0.765
oa_author_leonid_pishchulin,Leonid Pishchulin,long_tail_researcher_openalex,36,0.75,,0.083,0.883
csrankings_dino_mandrioli,Dino Mandrioli,cs_faculty,36,0.6944,,0.194,0.819
oa_author_aaron_klein,Aaron Klein,long_tail_researcher_openalex,36,0.5556,,0.222,0.795
oa_author_witold_r__rudnicki,Witold R. Rudnicki,long_tail_researcher_openalex,36,0.4722,,0.222,0.779
oa_author_ethan_rublee,Ethan Rublee,long_tail_researcher_openalex,36,0.3333,,0.472,0.692
csrankings_jesse_l__barlow,Jesse L. Barlow,cs_faculty,36,0.5833,,0.167,0.753
oa_author_leslie_prez_cceres,Leslie Pérez Cáceres,long_tail_researcher_openalex,36,0.4444,,0.333,0.749
oa_author_miguel_c__soriano,Miguel C. Soriano,long_tail_researcher_openalex,36,0.6111,,0.139,0.85
csrankings_amir_aminifar,Amir Aminifar,cs_faculty,36,0.4444,,0.306,0.732
oa_author_tobias_j__osborne,Tobias J. Osborne,long_tail_researcher_openalex,36,0.6667,,0.111,0.866
oa_author_v__joachim_haupt,V. Joachim Haupt,long_tail_researcher_openalex,36,0.2222,,0.417,0.7
oa_author_marco_ribeiro,Marco Ribeiro,long_tail_researcher_openalex,36,0.7222,,0.083,0.813
oa_author_mara_averick,Mara Averick,long_tail_researcher_openalex,36,0.5,,0.333,0.697
oa_author_antoine_daina,Antoine Daina,long_tail_researcher_openalex,36,0.5278,,0.167,0.846
oa_author_paulo_guimares,Paulo Guimarães,long_tail_researcher_openalex,36,0.1667,,0.389,0.675
oa_author_richard_heusdens,Richard Heusdens,long_tail_researcher_openalex,36,0.7222,,0.083,0.85
oa_author_anne_gadermann,Anne Gadermann,long_tail_researcher_openalex,36,0.5,,0.278,0.748
csrankings_eduardo_magno_lages_figueiredo,Eduardo Magno Lages Figueiredo,cs_faculty,36,0.3889,,0.306,0.756
oa_author_haoqi_fan,Haoqi Fan,long_tail_researcher_openalex,36,0.4722,,0.167,0.832
oa_author_sander_pronk,Sander Pronk,long_tail_researcher_openalex,36,0.5556,,0.167,0.829
csrankings_travis_d__breaux,Travis D. Breaux,cs_faculty,36,0.6944,,0.139,0.839
oa_author_roberto_a__novoa,Roberto A. Novoa,long_tail_researcher_openalex,36,0.5278,,0.278,0.793
oa_author_yasunobu_nohara,Yasunobu Nohara,long_tail_researcher_openalex,36,0.1667,,0.389,0.754
csrankings_liz_sonenberg,Liz Sonenberg,cs_faculty,36,0.6389,,0.083,0.845
oa_author_benjamin_ward_cherrier,Benjamin Ward-Cherrier,long_tail_researcher_openalex,36,0.3611,,0.333,0.76
oa_author_jasper_feine,Jasper Feine,long_tail_researcher_openalex,36,0.3611,,0.278,0.791
oa_author_mohamed_nidhal_mejri,Mohamed Nidhal Mejri,long_tail_researcher_openalex,36,0.1389,,0.389,0.705
oa_author_fuzhen_zhuang,Fuzhen Zhuang,long_tail_researcher_openalex,36,0.5833,,0.167,0.857
oa_author_c__h__langmuir,C. H. Langmuir,long_tail_researcher_openalex,36,0.4167,,0.389,0.725
oa_author_michal_dziemianko,Michal Dziemianko,long_tail_researcher_openalex,36,0.0833,,0.583,0.587
artifact_gemma_paper,Gemma paper,research_paper,36,0.8056,,0.111,0.845
oa_author_yair_rivenson,Yair Rivenson,long_tail_researcher_openalex,36,0.6389,,0.194,0.813
oa_author_shivangi_dhawan,Shivangi Dhawan,long_tail_researcher_openalex,36,0.1389,,0.583,0.643
csrankings_laurie_williams,Laurie Williams,cs_faculty,36,0.75,,0.028,0.868
oa_author_augusto_smerzi,Augusto Smerzi,long_tail_researcher_openalex,36,0.7222,,0.056,0.897
oa_author_rajiv_soundararajan,Rajiv Soundararajan,long_tail_researcher_openalex,36,0.4722,,0.222,0.811
oa_author_angelina_mcmillan_major,Angelina McMillan-Major,long_tail_researcher_openalex,36,0.25,,0.278,0.794
csrankings_amy_j__ko,Amy J. Ko,cs_faculty,36,0.8611,,0.028,0.883
oa_author_nima_tajbakhsh,Nima Tajbakhsh,long_tail_researcher_openalex,36,0.6667,,0.194,0.828
csrankings_jos_tribolet,José Tribolet,cs_faculty,36,0.6667,,0.167,0.78
oa_author_fuchang_gao,Fuchang Gao,long_tail_researcher_openalex,36,0.1944,,0.417,0.719
csrankings_amy_xian_zhang,Amy Xian Zhang,cs_faculty,36,0.6389,,0.111,0.817
csrankings_christian_cuba_samaniego,Christian Cuba Samaniego,cs_faculty,36,0.0833,,0.472,0.641
csrankings_farzan_farnia,Farzan Farnia,cs_faculty,36,0.4444,,0.306,0.765
csrankings_zeyun_yu,Zeyun Yu,cs_faculty,36,0.5833,,0.167,0.77
oa_author_saad_albawi,Saad Albawi,long_tail_researcher_openalex,36,0.2222,,0.5,0.682
csrankings_sebastian_risi,Sebastian Risi,cs_faculty,36,0.7778,,0.056,0.864
oa_author_corrado_cuccurullo,Corrado Cuccurullo,long_tail_researcher_openalex,36,0.3333,,0.306,0.752
csrankings_ted_herman,Ted Herman,cs_faculty,36,0.6111,,0.139,0.797
oa_author_andreas_f__tillack,Andreas F. Tillack,long_tail_researcher_openalex,36,0.1111,,0.639,0.584
oa_author_janmichael_frahm,Jan‐Michael Frahm,long_tail_researcher_openalex,36,0.6389,,0.111,0.865
oa_author_pontus_stenetorp,Pontus Stenetorp,long_tail_researcher_openalex,36,0.5,,0.25,0.803
csrankings_jae_c__oh,Jae C. Oh,cs_faculty,36,0.3611,,0.139,0.805
oa_author_marcaurelio_ranzato,Marc’Aurelio Ranzato,long_tail_researcher_openalex,36,0.5278,,0.417,0.71
csrankings_satish_narayanasamy,Satish Narayanasamy,cs_faculty,36,0.5278,,0.139,0.816
oa_author_andreas_kamilaris,Andreas Kamilaris,long_tail_researcher_openalex,36,0.4167,,0.361,0.73
oa_author_boris_babenko,Boris Babenko,long_tail_researcher_openalex,36,0.6111,,0.194,0.825
oa_author_brett_kuprel,Brett Kuprel,long_tail_researcher_openalex,36,0.5,,0.222,0.843
csrankings_debin_zhao,Debin Zhao,cs_faculty,36,0.3611,,0.25,0.768
oa_author_antonio_iera,Antonio Iera,long_tail_researcher_openalex,36,0.6111,,0.111,0.887
oa_author_luke_zappia,Luke Zappia,long_tail_researcher_openalex,36,0.4722,,0.222,0.811
oa_author_lourens_waldorp,Lourens Waldorp,long_tail_researcher_openalex,36,0.5556,,0.333,0.747
csrankings_michael_bedford_taylor,Michael Bedford Taylor,cs_faculty,36,0.5833,,0.083,0.83
oa_author_lars_schmidt_thieme,Lars Schmidt-Thieme,long_tail_researcher_openalex,36,0.6389,,0.056,0.898
csrankings_fredrik_kjolstad,Fredrik Kjolstad,cs_faculty,36,0.6389,,0.167,0.813
oa_author_philip_a__cook,Philip A. Cook,long_tail_researcher_openalex,36,0.1944,,0.417,0.696
csrankings_yair_carmon,Yair Carmon,cs_faculty,36,0.5556,,0.056,0.87
csrankings_mahmoud_r__el_sakka,Mahmoud R. El-Sakka,cs_faculty,36,0.4167,,0.25,0.737
csrankings_antnio_rito_silva,António Rito Silva,cs_faculty,36,0.5,,0.194,0.767
oa_author_katharina_eggensperger,Katharina Eggensperger,long_tail_researcher_openalex,36,0.6389,,0.167,0.831
oa_author_sungdong_kim,Sungdong Kim,long_tail_researcher_openalex,36,0.0556,,0.417,0.65
csrankings_bjrn_andres,Björn Andres,cs_faculty,36,0.5833,,0.194,0.799
oa_author_michael_spreitzenbarth,Michael Spreitzenbarth,long_tail_researcher_openalex,36,0.5278,,0.167,0.838
csrankings_chad_mourning,Chad Mourning,cs_faculty,36,0.1944,,0.472,0.668
oa_author_ferat_sahin,Ferat Sahin,long_tail_researcher_openalex,36,0.4167,,0.222,0.791
oa_author_joaqun_derrac,Joaquín Derrac,long_tail_researcher_openalex,36,0.5278,,0.222,0.828
csrankings_sumanta_n__pattanaik,Sumanta N. Pattanaik,cs_faculty,36,0.5833,,0.167,0.816
oa_author_klaus_greff,Klaus Greff,long_tail_researcher_openalex,36,0.5,,0.194,0.818
oa_author_adam_w__meade,Adam W. Meade,long_tail_researcher_openalex,36,0.4444,,0.194,0.829
oa_author_peter_bankhead,Peter Bankhead,long_tail_researcher_openalex,36,0.5833,,0.167,0.853
csrankings_ruihua_song,Ruihua Song,cs_faculty,36,0.5833,,0.139,0.825
oa_author_jonathan_w__peirce,Jonathan W. Peirce,long_tail_researcher_openalex,36,0.6389,,0.111,0.866
oa_author_radhakrishna_achanta,Radhakrishna Achanta,long_tail_researcher_openalex,36,0.5556,,0.25,0.792
oa_author_liqiang_zhao,Liqiang Zhao,long_tail_researcher_openalex,36,0.2222,,0.25,0.811
csrankings_luisa_gargano,Luisa Gargano,cs_faculty,36,0.4722,,0.194,0.806
csrankings_christian_brodbeck,Christian Brodbeck,cs_faculty,36,0.2222,,0.583,0.636
oa_author_daniel_j__arp,Daniel J. Arp,long_tail_researcher_openalex,36,0.3889,,0.333,0.688
oa_author_onur_altintas,Onur Altintas,long_tail_researcher_openalex,36,0.5833,,0.167,0.842
csrankings_bahman_kalantari,Bahman Kalantari,cs_faculty,36,0.5556,,0.083,0.86
csrankings_smruti_ranjan_sarangi,Smruti Ranjan Sarangi,cs_faculty,36,0.6389,,0.139,0.831
oa_author_zicheng_liu,Zicheng Liu,long_tail_researcher_openalex,36,0.5278,,0.111,0.856
oa_author_pasquale_minervini,Pasquale Minervini,long_tail_researcher_openalex,36,0.5556,,0.139,0.873
csrankings_henry_s__thompson,Henry S. Thompson,cs_faculty,36,0.75,,0.111,0.856
oa_author_pankaj_dutta,Pankaj Dutta,long_tail_researcher_openalex,36,0.1111,,0.472,0.674
csrankings_yossi_arjevani,Yossi Arjevani,cs_faculty,36,0.5556,,0.194,0.809
csrankings_jeff_clune,Jeff Clune,cs_faculty,36,0.8333,,0.083,0.824
oa_author_jian_weng,Jian Weng,long_tail_researcher_openalex,36,0.0278,,0.556,0.628
csrankings_alan_akbik,Alan Akbik,cs_faculty,36,0.7222,,0.083,0.883
oa_author_george_toderici,George Toderici,long_tail_researcher_openalex,36,0.5,,0.167,0.822
oa_author_xiaochuan_ni,Xiaochuan Ni,long_tail_researcher_openalex,36,0.1389,,0.361,0.752
csrankings_robert_b__heckendorn,Robert B. Heckendorn,cs_faculty,36,0.6111,,0.167,0.807
