entity_id,cohort,gold_chars,gold_words,gold_named_facts,gold_sentences
csrankings_dantong_ouyang,cs_faculty,649,92,4,4
csrankings_chenxi_zhang,cs_faculty,646,92,4,4
csrankings_rafael_santos_coelho,cs_faculty,650,93,3,4
csrankings_hansenclever_de_f__bassani,cs_faculty,661,95,1,6
csrankings_konstantinos_krampis,cs_faculty,649,91,3,4
csrankings_amir_houmansadr,cs_faculty,665,94,4,5
csrankings_robin_d__dowell,cs_faculty,665,96,2,6
csrankings_christian_dietrich_0001,cs_faculty,666,94,4,4
csrankings_rahul_muthu,cs_faculty,633,91,3,4
csrankings_daniele_d__giusto,cs_faculty,661,95,1,6
csrankings_najim_dehak,cs_faculty,651,93,4,4
csrankings_susanne_bdker,cs_faculty,650,92,2,4
csrankings_andrea_francesco_abate,cs_faculty,670,95,3,4
csrankings_zeyun_yu,cs_faculty,651,94,3,5
csrankings_carl_disalvo,cs_faculty,660,94,4,4
csrankings_paolo_rapisarda,cs_faculty,660,93,3,4
csrankings_rosana_t__vaccare_braga,cs_faculty,659,95,3,6
csrankings_angjoo_kanazawa,cs_faculty,665,94,3,5
csrankings_tony_sloane,cs_faculty,647,92,4,4
csrankings_jeroen_klein_brinke,cs_faculty,663,95,3,4
csrankings_sukyoung_lee,cs_faculty,646,92,4,4
csrankings_brais_cancela,cs_faculty,653,94,3,4
csrankings_xiaohong_w__gao,cs_faculty,655,94,2,6
csrankings_hu_ding,cs_faculty,623,91,3,4
csrankings_dustin_brandon_wright,cs_faculty,665,94,4,4
csrankings_coskun_bayrak,cs_faculty,662,95,4,5
csrankings_jacques_pasquier_rocha,cs_faculty,671,93,3,4
csrankings_liangming_pan,cs_faculty,648,92,4,4
csrankings_christian_brodbeck,cs_faculty,660,92,4,4
csrankings_uri_j__wilensky,cs_faculty,658,94,2,6
csrankings_sushil_k__prasad,cs_faculty,671,98,2,6
csrankings_seung_jun_kim_0002,cs_faculty,677,97,4,5
csrankings_nisansa_de_silva,cs_faculty,659,95,1,4
csrankings_dongyoon_lee,cs_faculty,651,93,4,4
csrankings_fuxin_li,cs_faculty,644,93,4,4
csrankings_roy_p__pargas,cs_faculty,649,94,2,6
csrankings_jian_huang_0006,cs_faculty,672,97,3,5
csrankings_juho_lee_0001,cs_faculty,636,93,3,4
csrankings_pedro_moreno_sanchez,cs_faculty,669,93,4,4
csrankings_marco_wiering,cs_faculty,654,93,3,4
csrankings_lars_hedrich,cs_faculty,656,93,4,4
csrankings_rafael_bidarra,cs_faculty,641,92,4,4
csrankings_bahman_kalantari,cs_faculty,655,92,4,4
csrankings_yangming_li,cs_faculty,656,94,4,5
csrankings_viggo_kann,cs_faculty,654,95,4,5
csrankings_cludio_rosito_jung,cs_faculty,648,93,3,4
csrankings_gennaro_parlato,cs_faculty,655,93,3,4
csrankings_david_m__brooks,cs_faculty,653,94,2,6
csrankings_paulo_sergio_lopes_de_souza,cs_faculty,667,97,3,4
csrankings_cherri_m__pancake,cs_faculty,662,95,2,6
csrankings_jacob_murray,cs_faculty,656,93,4,4
csrankings_monica_n__agrawal,cs_faculty,654,94,2,6
csrankings_jos_tribolet,cs_faculty,653,93,1,4
csrankings_hannah_kerner,cs_faculty,655,93,4,4
csrankings_costas_busch,cs_faculty,647,92,4,4
csrankings_laurie_williams,cs_faculty,666,94,4,4
csrankings_cheng_wen_luo_0001,cs_faculty,660,94,2,4
csrankings_francesco_guerra,cs_faculty,670,96,4,5
csrankings_zoran_obradovic,cs_faculty,652,92,4,4
csrankings_yongzhen_huang,cs_faculty,658,93,4,4
csrankings_asim_banerjee,cs_faculty,637,91,3,4
csrankings_aaron_mueller,cs_faculty,648,92,4,4
csrankings_peng_wang_0004,cs_faculty,653,94,4,4
csrankings_jeffrey_overbey,cs_faculty,652,92,4,4
csrankings_alexandru_cojocaru,cs_faculty,664,93,3,4
csrankings_naomi_sirkin,cs_faculty,646,92,4,4
csrankings_mark_eramian,cs_faculty,655,93,3,4
csrankings_james_t__canning,cs_faculty,671,96,2,6
csrankings_sanjoy_dasgupta,cs_faculty,666,95,4,5
csrankings_alexander_ferworn,cs_faculty,670,93,4,4
csrankings_klaus_dietz_tnnies,cs_faculty,666,93,1,4
csrankings_ciaran_p__moore,cs_faculty,668,96,2,6
csrankings_gabriele_anderst_kotsis,cs_faculty,659,92,4,4
csrankings_tlay_adali,cs_faculty,663,95,2,5
csrankings_yubei_chen,cs_faculty,652,94,3,5
csrankings_xia_zhou,cs_faculty,640,92,4,4
csrankings_zhuoyue_zhao_0001,cs_faculty,660,95,3,4
csrankings_tony_f__chan,cs_faculty,634,93,1,6
csrankings_arijit_khan_0001,cs_faculty,655,94,4,4
csrankings_jyotsna_l__bapat,cs_faculty,651,94,2,6
csrankings_aziz_khan_0001,cs_faculty,639,93,3,4
csrankings_jiayi_ma_0001,cs_faculty,647,94,4,4
csrankings_martin_gebser,cs_faculty,655,93,3,4
csrankings_lynn_l__peterson,cs_faculty,669,97,1,6
csrankings_stefan_kowalewski,cs_faculty,661,93,4,4
csrankings_robert_h__deng,cs_faculty,664,95,2,6
csrankings_dariush_mirshekar_syahkal,cs_faculty,674,93,3,4
csrankings_ala_i__al_fuqaha,cs_faculty,664,95,2,6
csrankings_shao_yuan_lo,cs_faculty,655,93,4,4
csrankings_andreas_willig,cs_faculty,657,93,3,4
csrankings_ingrid_carlbom,cs_faculty,651,92,4,4
csrankings_shanshan_feng_0001,cs_faculty,657,94,4,4
csrankings_yuqing_kong,cs_faculty,644,92,4,4
csrankings_sasanka_roy,cs_faculty,638,92,4,4
csrankings_peter_james_stuckey,cs_faculty,660,94,4,4
csrankings_mohammad_hajiabadi,cs_faculty,663,93,3,4
csrankings_henrique_debarba,cs_faculty,664,94,4,4
csrankings_meiling_fang,cs_faculty,648,92,4,4
csrankings_jingwei_li_0001,cs_faculty,640,93,3,4
csrankings_qiuyue_wang,cs_faculty,653,94,4,4
csrankings_lian_li_0002,cs_faculty,656,96,4,4
csrankings_negar_kiyavash,cs_faculty,637,91,3,4
csrankings_yuanzhu_peter_chen,cs_faculty,671,96,4,5
csrankings_yanyan_liang_0001,cs_faculty,643,93,3,4
csrankings_yan_song_0003,cs_faculty,635,93,3,4
csrankings_arpita_patra,cs_faculty,643,92,4,4
csrankings_clare_dixon,cs_faculty,650,93,3,4
csrankings_rongrong_ji,cs_faculty,644,92,4,4
csrankings_marc_bezem,cs_faculty,645,93,3,4
csrankings_myrthe_l__tielman,cs_faculty,647,94,2,6
csrankings_ioannis_koutis,cs_faculty,637,91,3,4
csrankings_iqbal_gondal,cs_faculty,644,92,4,4
csrankings_bernhard_beckert,cs_faculty,666,94,4,5
csrankings_vasa_curcin,cs_faculty,648,93,4,4
csrankings_razvan_c__bunescu,cs_faculty,654,94,1,6
csrankings_ben_reichardt,cs_faculty,664,94,4,4
csrankings_jesse_l__barlow,cs_faculty,664,95,2,6
csrankings_hieu_huy_pham_0001,cs_faculty,654,95,3,4
csrankings_carlos_areces,cs_faculty,662,94,4,4
csrankings_frank_slomka,cs_faculty,646,93,3,4
csrankings_liz_sonenberg,cs_faculty,654,93,3,4
csrankings_reshma_khemchandani,cs_faculty,665,93,4,4
csrankings_mehmet_ama_gvensan,cs_faculty,672,95,2,4
csrankings_bill_lin_0001,cs_faculty,662,97,4,5
csrankings_david_m__j__tax,cs_faculty,643,96,2,8
csrankings_lionel_m__ni,cs_faculty,634,93,1,6
csrankings_lei_sha,cs_faculty,637,92,4,4
csrankings_clayton_thomas,cs_faculty,665,93,4,4
csrankings_seung_jae_han,cs_faculty,648,92,4,4
csrankings_raquel_cardoso_de_melo_minardi,cs_faculty,669,97,5,4
csrankings_martin_w__a__caminada,cs_faculty,665,96,2,8
csrankings_forest_agostinelli,cs_faculty,669,94,4,4
csrankings_frank_w__takes,cs_faculty,650,94,2,6
csrankings_zhengxian_gong,cs_faculty,651,92,4,4
csrankings_matthias_thimm,cs_faculty,661,93,3,4
csrankings_jin_nakazawa,cs_faculty,644,92,4,4
csrankings_gregor_v__bochmann,cs_faculty,661,95,1,6
csrankings_judith_odili_uchidiuno,cs_faculty,680,96,4,4
csrankings_bernardino_arcay_varela,cs_faculty,673,96,3,4
csrankings_jeffrey_todd_ogle,cs_faculty,652,94,4,4
csrankings_swabha_swayamdipta,cs_faculty,674,94,4,4
csrankings_xinming_zhang_0001,cs_faculty,645,93,3,4
csrankings_richard_souvenir,cs_faculty,654,92,4,4
csrankings_muralikrishna_sn,cs_faculty,672,95,5,4
csrankings_burkhard_stiller,cs_faculty,657,93,3,4
csrankings_lannan_luo,cs_faculty,648,93,4,4
csrankings_stefanie_speidel,cs_faculty,647,92,4,4
csrankings_nathan_jacobs,cs_faculty,665,95,4,5
csrankings_i__j__bate,cs_faculty,643,95,1,8
csrankings_david_letscher,cs_faculty,655,93,4,4
csrankings_dingwen_wang,cs_faculty,645,92,4,4
csrankings_joonsang_baek,cs_faculty,655,93,3,4
csrankings_zhitao_ying,cs_faculty,642,92,4,4
csrankings_omar_p__vilela_neto,cs_faculty,647,95,3,6
csrankings_shuang_li_0002,cs_faculty,642,94,3,4
csrankings_milena_v__radenkovic,cs_faculty,669,95,1,6
csrankings_lionel_robert_morel,cs_faculty,675,97,4,4
csrankings_jaynarayan_t__tudu,cs_faculty,653,94,2,6
csrankings_somaya_almaadeed,cs_faculty,653,92,4,4
csrankings_r__iris_bahar,cs_faculty,655,96,4,6
csrankings_rodolfo_jardim_de_azevedo,cs_faculty,662,95,3,4
csrankings_robert_b__heckendorn,cs_faculty,664,95,1,6
csrankings_yun_bai_0001,cs_faculty,654,95,4,4
csrankings_itaru_kitahara,cs_faculty,654,93,3,4
csrankings_christian_glaer,cs_faculty,659,93,1,4
csrankings_jungdam_won,cs_faculty,652,93,4,4
csrankings_wajih_ul_hassan,cs_faculty,657,95,3,4
csrankings_fernando_m__gonalves,cs_faculty,669,95,1,6
csrankings_xin_liu_0002,cs_faculty,656,96,3,5
csrankings_jian_weng_0002,cs_faculty,638,93,3,4
csrankings_daniel_moyer,cs_faculty,650,92,4,4
csrankings_daro_ernesto_correal_torres,cs_faculty,685,98,3,4
csrankings_junichi_suzuki,cs_faculty,667,94,4,4
csrankings_licia_capra,cs_faculty,652,93,4,4
csrankings_chungming_huang,cs_faculty,665,94,4,4
csrankings_jaroslaw_r__rossignac,cs_faculty,678,96,2,6
csrankings_ted_herman,cs_faculty,643,93,3,4
csrankings_jieqiong_zhao,cs_faculty,649,92,4,4
csrankings_yu_jiang_0006,cs_faculty,647,94,4,4
csrankings_jinjun_wang,cs_faculty,652,93,4,4
csrankings_sebastian_trimpe,cs_faculty,659,93,4,4
csrankings_ulrich_ultes_nitsche,cs_faculty,667,93,3,4
csrankings_yinan_lu,cs_faculty,637,92,4,4
csrankings_smruti_ranjan_sarangi,cs_faculty,656,94,4,4
csrankings_adel_cherif,cs_faculty,643,92,4,4
csrankings_laurence_rodrigues_do_amaral,cs_faculty,664,95,3,4
csrankings_joy_dutta,cs_faculty,639,92,4,4
csrankings_laurence_s__dooley,cs_faculty,659,95,2,6
csrankings_sumanta_n__pattanaik,cs_faculty,674,96,2,6
csrankings_fereydoun_kazemian,cs_faculty,670,94,4,5
csrankings_iain_william_phillips,cs_faculty,670,94,4,4
csrankings_christoph_s__garbe,cs_faculty,662,94,2,6
csrankings_gobinda_chowdhury,cs_faculty,664,93,3,4
csrankings_ravinder_m_,cs_faculty,633,91,1,6
csrankings_maartje_de_graaf,cs_faculty,655,94,2,4
csrankings_casper_lassenius,cs_faculty,653,92,4,4
csrankings_youcheng_sun,cs_faculty,635,91,3,4
csrankings_mansi_a__radke,cs_faculty,644,94,2,6
csrankings_giovanni_vigna,cs_faculty,668,95,4,5
csrankings_jianguo_chen_0001,cs_faculty,661,95,4,4
csrankings_albert_c__s__chung,cs_faculty,646,95,1,8
csrankings_rita_maria_da_silva_julia,cs_faculty,658,97,5,4
csrankings_yuting_wang_0001,cs_faculty,666,96,4,4
csrankings_eduardo_oliveira_0001,cs_faculty,670,95,3,4
csrankings_jun_xiao_0001,cs_faculty,650,94,4,4
csrankings_sandra_maria_alusio,cs_faculty,653,93,3,4
csrankings_nazanin_rahnavard,cs_faculty,668,94,4,4
csrankings_bjrn_andres,cs_faculty,639,92,2,4
csrankings_william_yeoh_0001,cs_faculty,673,97,4,5
csrankings_cheng_zhuo,cs_faculty,644,92,4,4
csrankings_siamak_fayyaz_shahandashti,cs_faculty,675,95,3,4
csrankings_ian_wakeman,cs_faculty,647,93,3,4
csrankings_riccardo_di_clemente,cs_faculty,665,95,3,4
csrankings_jaeil_kim,cs_faculty,652,93,4,4
csrankings_qiang_lyu,cs_faculty,641,92,4,4
csrankings_ronald_ron_m__baecker,cs_faculty,672,97,1,6
csrankings_samira_manabi_khan,cs_faculty,663,95,3,4
csrankings_yasuhiko_minamide,cs_faculty,665,94,4,4
csrankings_jean_patrick_gelas,cs_faculty,673,95,4,4
csrankings_inwhee_joe,cs_faculty,643,92,4,4
csrankings_inna_pivkina,cs_faculty,656,94,4,4
csrankings_anat_bremler_barr,cs_faculty,658,93,4,4
csrankings_virginia_mato_abad,cs_faculty,663,96,3,4
csrankings_alexei_lisitsa_0001,cs_faculty,666,95,3,4
csrankings_bernhard_sick,cs_faculty,651,93,3,4
csrankings_chng_eng_siong,cs_faculty,665,95,4,4
csrankings_rushikesh_joshi,cs_faculty,645,92,4,4
csrankings_nezihe_merve_grel,cs_faculty,649,94,4,4
csrankings_ricardo_dahab,cs_faculty,638,91,3,4
csrankings_bo_zhao_0023,cs_faculty,645,94,4,4
csrankings_eduardo_magno_lages_figueiredo,cs_faculty,669,95,3,4
csrankings_marco_fyfe_pietro_gillies,cs_faculty,686,98,4,4
csrankings_dae_hyun_kim_0004,cs_faculty,666,95,4,4
csrankings_stephanie_j__lunn,cs_faculty,671,95,2,6
csrankings_eamonn_oneill,cs_faculty,651,93,1,4
csrankings_dan_rockmore,cs_faculty,646,92,4,4
csrankings_venkatachalam_anantharam,cs_faculty,683,94,3,5
csrankings_yu_gu_0002,cs_faculty,656,95,4,4
csrankings_jos_santos_reyes,cs_faculty,661,96,3,4
csrankings_bill_rogers,cs_faculty,648,93,3,4
csrankings_tat_seng_chua,cs_faculty,663,94,4,4
csrankings_falk_uebernickel,cs_faculty,661,93,4,4
csrankings_simon_william_moore,cs_faculty,666,95,3,4
csrankings_aasa_feragen,cs_faculty,632,91,3,4
csrankings_mohammad_al_smadi,cs_faculty,643,91,3,4
csrankings_jae_c__oh,cs_faculty,642,94,2,6
csrankings_kasper_sty,cs_faculty,654,94,2,4
csrankings_yaakov_gal,cs_faculty,661,95,2,4
csrankings_odinaldo_rodrigues,cs_faculty,662,93,4,4
csrankings_xi_lin_chen_0001,cs_faculty,664,96,4,4
csrankings_adele_anna_rescigno,cs_faculty,664,95,3,4
csrankings_juncheng_yang,cs_faculty,649,92,4,4
csrankings_hongliang_yu,cs_faculty,648,92,4,4
csrankings_ronald_d__dutton,cs_faculty,666,96,2,6
csrankings_caroline_christina_friedel,cs_faculty,667,94,4,4
csrankings_jonathan_d__ventura,cs_faculty,647,93,1,6
csrankings_john_mcgregor,cs_faculty,649,92,4,4
csrankings_delphine_reinhardt,cs_faculty,664,93,3,4
csrankings_marco_furini,cs_faculty,662,96,4,5
csrankings_adam_m__white,cs_faculty,652,95,1,6
csrankings_henry_s__thompson,cs_faculty,662,95,1,6
csrankings_pawel_winter,cs_faculty,653,93,3,4
csrankings_na_liu_0005,cs_faculty,647,95,3,4
csrankings_tao_huang_0005,cs_faculty,637,93,3,4
csrankings_george_karakostas,cs_faculty,658,92,4,4
csrankings_yong_li_0008,cs_faculty,648,94,4,4
csrankings_riccardo_scateni,cs_faculty,659,93,3,4
csrankings_erik_cambria,cs_faculty,661,93,4,4
csrankings_slawomir_stanczak,cs_faculty,648,92,4,4
csrankings_hao_peng_0009,cs_faculty,668,97,3,5
csrankings_quinn_o__snell,cs_faculty,657,95,2,6
csrankings_chad_mourning,cs_faculty,646,92,4,4
csrankings_roghayeh_leila_barmaki,cs_faculty,671,95,3,4
csrankings_jessica_burgner_kahrs,cs_faculty,668,93,3,4
csrankings_alan_akbik,cs_faculty,654,94,4,4
csrankings_sangwook_kim,cs_faculty,658,93,4,4
csrankings_xiaojuan_ma,cs_faculty,632,91,3,4
csrankings_iraklis_angelos_klampanos,cs_faculty,676,95,3,4
csrankings_madhava_krishna_0001,cs_faculty,659,94,4,4
csrankings_bojan_cukic,cs_faculty,642,92,3,4
csrankings_ingrid_nunes,cs_faculty,634,91,3,4
csrankings_xiaolin_huang,cs_faculty,660,94,4,4
csrankings_aaron_henry_potechin,cs_faculty,666,95,3,4
csrankings_shirin_nilizadeh,cs_faculty,669,95,3,4
csrankings_hamza_keurti,cs_faculty,663,94,4,4
csrankings_riccardo_zecchina,cs_faculty,657,92,4,4
csrankings_iris_bahar,cs_faculty,649,94,4,4
csrankings_luisa_gargano,cs_faculty,652,93,3,4
csrankings_shanghang_zhang,cs_faculty,652,92,4,4
csrankings_jerzy_tyszkiewicz,cs_faculty,659,93,3,4
csrankings_ke_chen_0001,cs_faculty,653,95,3,4
csrankings_francis_bu_sung_lee,cs_faculty,675,95,6,4
csrankings_charles_chuan_zhang,cs_faculty,648,93,3,4
csrankings_trilce_estrada,cs_faculty,657,94,4,4
csrankings_juexiao_zhou,cs_faculty,638,92,3,4
csrankings_sbastien_gambs,cs_faculty,666,95,1,4
csrankings_klaus_schmid,cs_faculty,653,93,3,4
csrankings_george_r__buchanan_0001,cs_faculty,674,97,1,6
csrankings_moses_ganardi,cs_faculty,648,92,4,4
csrankings_vinay_j__ribeiro,cs_faculty,647,94,2,6
csrankings_konstantinos_karantzalos,cs_faculty,657,91,3,4
csrankings_jenna_l__marquard,cs_faculty,669,96,2,7
csrankings_amer_e__mouawad,cs_faculty,664,96,2,6
csrankings_joseph_barbosa_beck,cs_faculty,674,95,4,4
csrankings_laurie_p__dringus,cs_faculty,667,95,2,6
csrankings_martin_bouchard,cs_faculty,655,93,3,4
csrankings_jay_ligatti,cs_faculty,654,94,4,4
csrankings_milan_ceska_jr_,cs_faculty,664,96,4,6
csrankings_ashwin_satyanarayana,cs_faculty,649,91,3,4
csrankings_weifa_liang,cs_faculty,655,95,5,4
csrankings_kyungdon_joo,cs_faculty,634,91,3,4
csrankings_robert_pless,cs_faculty,657,93,4,4
csrankings_jean_pierre_lozi,cs_faculty,642,91,3,4
csrankings_niklas_broberg,cs_faculty,644,92,3,4
csrankings_thomas_w__kelsey,cs_faculty,661,96,2,6
csrankings_yannis_smaragdakis,cs_faculty,661,93,3,4
csrankings_shin_hwei_tan,cs_faculty,651,94,4,4
csrankings_sanjay_modgil,cs_faculty,652,93,4,4
csrankings_xin_jiang_0001,cs_faculty,663,96,4,4
csrankings_eamonn_j__keogh,cs_faculty,666,96,1,7
csrankings_lars_linsen,cs_faculty,648,93,3,4
csrankings_michael_a__forbes_0001,cs_faculty,686,99,1,7
csrankings_haiping_lu,cs_faculty,648,93,3,4
csrankings_martin_ebner,cs_faculty,658,94,4,4
csrankings_sercan_aygun,cs_faculty,659,94,3,5
csrankings_haipeng_zhang_0004,cs_faculty,664,94,4,4
csrankings_petteri_nurmi,cs_faculty,653,93,3,4
csrankings_mordecai_j__golin,cs_faculty,644,93,1,6
oa_author_andre_esteva,long_tail_researcher_openalex,722,102,4,4
oa_author_badan_penelitian_dan_pengembangan_kesehatan,long_tail_researcher_openalex,760,106,6,4
oa_author_thang_luong,long_tail_researcher_openalex,714,101,4,4
oa_author_mamouna_diagne,long_tail_researcher_openalex,750,107,2,4
oa_author_alireza_askarzadeh,long_tail_researcher_openalex,758,104,5,4
oa_author_samuel_a__mehr,long_tail_researcher_openalex,712,103,2,6
oa_author_chengen_wang,long_tail_researcher_openalex,711,100,4,4
oa_author_peter_naylor,long_tail_researcher_openalex,688,100,2,4
oa_author_elchanan_mossel,long_tail_researcher_openalex,729,102,3,4
oa_author_thomas_leung,long_tail_researcher_openalex,722,103,5,4
oa_author_pablo_arbelez,long_tail_researcher_openalex,734,103,1,4
oa_author_james_m__brenan,long_tail_researcher_openalex,716,103,1,6
oa_author_jiwan_ge,long_tail_researcher_openalex,699,100,3,4
oa_author_tim_dettmers,long_tail_researcher_openalex,722,103,3,4
oa_author_alex_wang,long_tail_researcher_openalex,697,100,3,4
oa_author_jiuxiang_gu,long_tail_researcher_openalex,724,102,4,4
oa_author_michal_p,long_tail_researcher_openalex,715,102,3,4
oa_author_david_b__flora,long_tail_researcher_openalex,714,103,2,6
oa_author_naveen_chilamkurti,long_tail_researcher_openalex,725,102,5,4
oa_author_florent_perronnin,long_tail_researcher_openalex,725,102,4,4
oa_author_quan_zhang,long_tail_researcher_openalex,700,102,4,4
oa_author_dirk_andreas_zetzsche,long_tail_researcher_openalex,718,101,3,4
oa_author_philip_krantz,long_tail_researcher_openalex,718,102,4,4
oa_author_xiaolong_li,long_tail_researcher_openalex,719,101,5,4
oa_author_liting_lin,long_tail_researcher_openalex,726,104,5,4
oa_author_xiaochuan_ni,long_tail_researcher_openalex,722,103,5,4
oa_author_yadi_zhou,long_tail_researcher_openalex,733,105,4,4
oa_author_murtaza_haider,long_tail_researcher_openalex,728,102,4,4
oa_author_shotaro_sano,long_tail_researcher_openalex,720,102,5,4
oa_author_giacomo_morabito,long_tail_researcher_openalex,712,102,3,4
oa_author_michael_mller,long_tail_researcher_openalex,727,100,1,4
oa_author_eric_eide,long_tail_researcher_openalex,707,102,4,4
oa_author_marco_gruteser,long_tail_researcher_openalex,734,105,5,4
oa_author_richard_c__hendriks,long_tail_researcher_openalex,726,104,2,6
oa_author_anchi_guo,long_tail_researcher_openalex,711,102,3,4
oa_author_slaven_marusic,long_tail_researcher_openalex,725,102,3,4
oa_author_zhi_tian,long_tail_researcher_openalex,709,102,3,4
oa_author_natacha_turck,long_tail_researcher_openalex,685,97,3,4
oa_author_duc_hiep_chu,long_tail_researcher_openalex,734,103,4,4
oa_author_heng_fan,long_tail_researcher_openalex,706,102,5,4
oa_author_blesson_varghese,long_tail_researcher_openalex,730,103,5,4
oa_author_weizhong_yan,long_tail_researcher_openalex,725,104,5,4
oa_author_yucheng_dong,long_tail_researcher_openalex,703,99,4,4
oa_author_ahmed_elnaggar,long_tail_researcher_openalex,706,101,4,4
oa_author_deb_roy,long_tail_researcher_openalex,713,102,4,4
oa_author_serena_yeung,long_tail_researcher_openalex,706,101,5,4
oa_author_michael_matschiner,long_tail_researcher_openalex,714,101,3,4
oa_author_dean_knox,long_tail_researcher_openalex,701,100,4,4
oa_author_c__h__langmuir,long_tail_researcher_openalex,722,103,2,8
oa_author_dingding_wang,long_tail_researcher_openalex,723,102,5,4
oa_author_xiaojun_zeng,long_tail_researcher_openalex,722,105,4,4
oa_author_mark_assink,long_tail_researcher_openalex,708,102,3,4
oa_author_yinfeng_xu,long_tail_researcher_openalex,698,99,4,4
oa_author_liang_yu,long_tail_researcher_openalex,700,101,5,4
oa_author_cristopher_moore,long_tail_researcher_openalex,716,101,4,4
oa_author_carl_kingsford,long_tail_researcher_openalex,729,103,4,4
oa_author_sanchit_misra,long_tail_researcher_openalex,701,100,3,4
oa_author_evan_meyer_scott,long_tail_researcher_openalex,719,101,3,4
oa_author_eider_moore,long_tail_researcher_openalex,714,101,4,4
oa_author_craig_a__james,long_tail_researcher_openalex,694,100,2,6
oa_author_alexander_klser,long_tail_researcher_openalex,759,108,2,4
oa_author_chris_j__maddison,long_tail_researcher_openalex,724,103,2,6
oa_author_bob_carpenter,long_tail_researcher_openalex,722,102,5,4
oa_author_mdlin_gu,long_tail_researcher_openalex,714,101,1,4
oa_author_xiaojian_ding,long_tail_researcher_openalex,706,101,4,4
oa_author_gwenalle_douaud,long_tail_researcher_openalex,718,101,1,4
oa_author_takuya_akiba,long_tail_researcher_openalex,724,103,5,4
oa_author_roger_h_l__chiang,long_tail_researcher_openalex,738,108,3,6
oa_author_ross_arnold,long_tail_researcher_openalex,722,104,5,4
oa_author_julian_michael,long_tail_researcher_openalex,721,101,3,4
oa_author_imane_jebli,long_tail_researcher_openalex,707,102,3,4
oa_author_xiang_ren,long_tail_researcher_openalex,721,102,4,4
oa_author_alex_kendall,long_tail_researcher_openalex,682,98,3,4
oa_author_georgios_karagiannis,long_tail_researcher_openalex,728,103,3,4
oa_author_sylvain_schwartz,long_tail_researcher_openalex,706,99,3,4
oa_author_nguyen_cong_luong,long_tail_researcher_openalex,722,102,3,4
oa_author_lourens_waldorp,long_tail_researcher_openalex,687,97,3,4
oa_author_robert_laubacher,long_tail_researcher_openalex,698,98,4,4
oa_author_fabien_reyal,long_tail_researcher_openalex,691,100,3,4
oa_author_lixing_han,long_tail_researcher_openalex,720,102,3,4
oa_author_wenchun_ge,long_tail_researcher_openalex,704,102,4,4
oa_author_zhaohui_yang,long_tail_researcher_openalex,719,102,4,4
oa_author_alexander_s__ecker,long_tail_researcher_openalex,741,105,2,6
oa_author_daquan_zhou,long_tail_researcher_openalex,721,102,4,4
oa_author_asaph_azaria,long_tail_researcher_openalex,741,104,4,4
oa_author_minyuan_cheng,long_tail_researcher_openalex,760,108,4,4
oa_author_ying_yan,long_tail_researcher_openalex,712,102,4,4
oa_author_lucas_theis,long_tail_researcher_openalex,707,100,3,4
oa_author_supasorn_suwajanakorn,long_tail_researcher_openalex,729,102,2,4
oa_author_tlin_ztrk,long_tail_researcher_openalex,720,104,0,4
oa_author_alberto_fernndez,long_tail_researcher_openalex,725,101,1,4
oa_author_andreasdavid_brunner,long_tail_researcher_openalex,746,105,4,4
oa_author_suoqin_jin,long_tail_researcher_openalex,721,103,3,4
oa_author_sara_balduzzi,long_tail_researcher_openalex,719,102,2,4
oa_author_leslie_prez_cceres,long_tail_researcher_openalex,746,104,1,4
oa_author_shu_lih_oh,long_tail_researcher_openalex,705,103,4,4
oa_author_nima_tajbakhsh,long_tail_researcher_openalex,720,101,4,4
oa_author_charless_c__fowlkes,long_tail_researcher_openalex,739,104,1,6
oa_author_silvia_bianchi,long_tail_researcher_openalex,717,102,5,4
oa_author_wei_peng,long_tail_researcher_openalex,703,102,5,4
oa_author_cynthia_rudin,long_tail_researcher_openalex,717,101,4,4
oa_author_alex_perelygin,long_tail_researcher_openalex,668,95,3,4
oa_author_antoine_daina,long_tail_researcher_openalex,735,104,4,4
oa_author_nicola_bui,long_tail_researcher_openalex,691,101,4,4
oa_author_ilya_alexandrovich,long_tail_researcher_openalex,725,102,3,4
oa_author_alex_berenzon,long_tail_researcher_openalex,715,102,3,4
oa_author_woo_jin_han,long_tail_researcher_openalex,712,101,5,4
oa_author_xufeng_han,long_tail_researcher_openalex,741,108,6,4
oa_author_shota_uehara,long_tail_researcher_openalex,705,100,3,4
oa_author_jichang_guo,long_tail_researcher_openalex,699,99,4,4
oa_author_angelina_mcmillan_major,long_tail_researcher_openalex,714,99,3,4
oa_author_david_rogers,long_tail_researcher_openalex,691,98,3,4
oa_author_tong_he,long_tail_researcher_openalex,707,102,4,4
oa_author_yuanjun_xiong,long_tail_researcher_openalex,728,104,6,4
oa_author_marco_cuturi,long_tail_researcher_openalex,705,101,4,4
oa_author_peng_chen,long_tail_researcher_openalex,728,105,4,4
oa_author_markus_mathias,long_tail_researcher_openalex,716,101,4,4
oa_author_yannick_djoumbou_feunang,long_tail_researcher_openalex,737,101,3,4
oa_author_wes_mckinney,long_tail_researcher_openalex,722,102,5,4
oa_author_joaqun_derrac,long_tail_researcher_openalex,724,102,1,4
oa_author_xiaojun_chen,long_tail_researcher_openalex,704,101,4,4
oa_author_roozbeh_mottaghi,long_tail_researcher_openalex,721,101,4,4
oa_author_jian_cheng,long_tail_researcher_openalex,712,103,5,4
